scope,population,alpha,seed,difference,learner,contrast,level
primary-set,own-domain,0.1,326,0.015817182225580706,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,326,0.17813355550361654,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,327,0.026022058699191275,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,327,0.019662910671373823,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,327,0.06628100402570108,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,327,0.0883045982135846,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,327,0.07108351750880382,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,327,0.1370075395356235,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,328,0.033397481799737394,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,328,0.024348242972006107,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,328,0.07976732957935961,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,328,0.0809766181746765,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,328,0.06785714285714273,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,328,0.09292698650348974,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.01,329,0.02548767109810629,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.01,329,0.08552687582540744,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.05,329,0.14714860884863518,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.05,329,0.20277848333819343,fedavg,ctk-minus-placebo-effect,
primary-set,own-domain,0.1,329,0.15287487335707073,fedavg,ctk-minus-placebo-effect,
primary-set,federation-wide,0.1,329,0.20034252899436,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.01,320,-0.0535565628669612,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.01,320,0.05824731893567403,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.05,320,0.06573840644352219,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.05,320,0.03163747005302098,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.1,320,0.11723386024281957,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.1,320,0.05325105050080181,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.01,321,0.018397286319246364,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.01,321,0.05232737039313376,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.05,321,0.13174408569724633,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.05,321,0.09430294394912692,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.1,321,0.2536765100981033,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.1,321,0.22279449470556467,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.01,322,0.04008074539164466,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.01,322,0.041804809721292746,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.05,322,0.010153271202747283,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.05,322,0.009100945737398558,fedavg,ctk-minus-placebo-effect,
replication-set,own-domain,0.1,322,0.006909541934756791,fedavg,ctk-minus-placebo-effect,
replication-set,federation-wide,0.1,322,0.018697625285011565,fedavg,ctk-minus-placebo-effect,
