experiment,family,learner,population,alpha,dose,mean_ctk,seed_count
exact-effective-dose-replication,youmi,fedavg,own-domain,0.05,10,0.016184967936494,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.05,25,-0.0019295679141932837,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.05,50,0.015674830949600628,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.05,100,0.0416850668293887,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.05,200,0.03495406742494728,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.1,0,0.0,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.1,10,0.004343209077153326,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.1,25,0.001188738451609489,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.1,50,0.016770013781334935,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.1,100,0.047473569827299965,10
exact-effective-dose-replication,youmi,fedavg,own-domain,0.1,200,0.056446366351298384,10
exact-effective-dose-replication,zdtad,central,federation-wide,0.01,0,0.0,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.01,10,-0.01524793017004758,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.01,25,-0.01530304234630323,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.01,50,-0.022143177473907087,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.01,100,0.018767018800002134,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.01,200,0.002459074883402572,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.05,0,0.0,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.05,10,0.00959915059504532,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.05,25,0.016546486724310777,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.05,50,0.021945991934233564,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.05,100,0.04194919678468083,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.05,200,0.014708646590287658,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.1,0,0.0,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.1,10,0.005391835539678827,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.1,25,0.006088155403936091,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.1,50,0.009477333462969861,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.1,100,0.006915956507488344,8
exact-effective-dose-replication,zdtad,central,federation-wide,0.1,200,0.009262014771407076,8
exact-effective-dose-replication,zdtad,central,own-domain,0.01,0,0.0,8
exact-effective-dose-replication,zdtad,central,own-domain,0.01,10,-0.14583333333333334,8
exact-effective-dose-replication,zdtad,central,own-domain,0.01,25,-0.025,8
exact-effective-dose-replication,zdtad,central,own-domain,0.01,50,-0.17083333333333334,8
exact-effective-dose-replication,zdtad,central,own-domain,0.01,100,-0.05208333333333333,8
exact-effective-dose-replication,zdtad,central,own-domain,0.01,200,-0.17083333333333334,8
exact-effective-dose-replication,zdtad,central,own-domain,0.05,0,0.0,8
exact-effective-dose-replication,zdtad,central,own-domain,0.05,10,-0.030208333333333344,8
exact-effective-dose-replication,zdtad,central,own-domain,0.05,25,0.07395833333333333,8
exact-effective-dose-replication,zdtad,central,own-domain,0.05,50,0.07500000000000001,8
exact-effective-dose-replication,zdtad,central,own-domain,0.05,100,-0.025,8
exact-effective-dose-replication,zdtad,central,own-domain,0.05,200,0.06666666666666665,8
exact-effective-dose-replication,zdtad,central,own-domain,0.1,0,0.0,8
exact-effective-dose-replication,zdtad,central,own-domain,0.1,10,-0.034375,8
exact-effective-dose-replication,zdtad,central,own-domain,0.1,25,0.006249999999999992,8
exact-effective-dose-replication,zdtad,central,own-domain,0.1,50,-0.018750000000000003,8
exact-effective-dose-replication,zdtad,central,own-domain,0.1,100,-0.02083333333333333,8
exact-effective-dose-replication,zdtad,central,own-domain,0.1,200,0.0,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.01,0,0.0,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.01,10,-0.0012687025604345222,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.01,25,-0.0027990797973720854,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.01,50,-0.0040768299880079096,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.01,100,-0.006006983001105177,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.01,200,-0.008262689730231958,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.05,0,0.0,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.05,10,-0.006055011547845296,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.05,25,-0.01692333285066016,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.05,50,-0.01976374599573126,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.05,100,-0.027514880433802014,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.05,200,-0.0190364534227426,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.1,0,0.0,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.1,10,-0.0032207202805999563,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.1,25,-0.011933318831568798,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.1,50,-0.01913990688594394,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.1,100,-0.020077603189469856,8
exact-effective-dose-replication,zdtad,fedavg,federation-wide,0.1,200,-0.02923000575558883,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.01,0,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.01,10,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.01,25,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.01,50,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.01,100,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.01,200,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.05,0,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.05,10,-0.04583333333333334,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.05,25,-0.0625,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.05,50,-0.06666666666666668,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.05,100,-0.06666666666666668,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.05,200,0.00416666666666668,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.1,0,0.0,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.1,10,-0.024999999999999994,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.1,25,-0.04583333333333334,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.1,50,-0.03645833333333334,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.1,100,-0.03645833333333334,8
exact-effective-dose-replication,zdtad,fedavg,own-domain,0.1,200,-0.06770833333333334,8
